card_id,well_id,actual_condition,predicted_condition,confidence,prob_normal,prob_rod_floating,prob_fluid_pound,prob_gas_interference,risk_score,severity,split,engineering_explanation,recommended_action,contributing_factors
227cfed7,WELL-007,Fluid Pound,Fluid Pound,0.9997,0.0,0.0002,0.9997,0.0,67.9,High,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (2745 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Sharp fluid-surface impact shock detected (slope_z=83.1); Depressed minimum load (5249 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 5.8 SPM to 4.0 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Sharp fluid-surface impact shock detected (slope_z=83.1) | Depressed minimum load (5249 lbf) flags plunger free-fall inside barrel
727010fc,WELL-009,Gas Interference,Normal,0.8419,0.8419,0.0001,0.0009,0.1571,6.4,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
e4f8352c,WELL-007,Fluid Pound,Fluid Pound,0.9997,0.0,0.0003,0.9997,0.0,68.1,High,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (2462 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (2462 ft above pump) indicates pump-off condition; Sharp fluid-surface impact shock detected (slope_z=64.2); Depressed minimum load (5172 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 6.3 SPM to 4.4 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (2462 ft above pump) indicates pump-off condition | Sharp fluid-surface impact shock detected (slope_z=64.2) | Depressed minimum load (5172 lbf) flags plunger free-fall inside barrel
acc9c654,WELL-004,Normal,Normal,0.9402,0.9402,0.0567,0.0,0.0031,4.4,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
b1593d3c,WELL-005,Rod Floating,Rod Floating,0.9999,0.0,0.9999,0.0,0.0,82.5,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (521 cP) and pumping speed (10.3 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: High pumping speed (10.3 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (98.5 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=130.7).,IMMEDIATE ACTION: Reduce VFD stroke speed from 10.3 SPM to 7.7 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,High pumping speed (10.3 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (98.5 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=130.7)
b1b4b60e,WELL-019,Fluid Pound,Fluid Pound,0.9994,0.0,0.0006,0.9994,0.0,82.6,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (2017 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (2017 ft above pump) indicates pump-off condition; Low pump submergence ratio (34.7%); Sharp fluid-surface impact shock detected (slope_z=129.9).",IMMEDIATE ACTION: Throttle pump speed from 5.3 SPM to 3.7 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (2017 ft above pump) indicates pump-off condition | Low pump submergence ratio (34.7%) | Sharp fluid-surface impact shock detected (slope_z=129.9)
69be2712,WELL-014,Gas Interference,Gas Interference,0.7113,0.2885,0.0,0.0002,0.7113,45.0,Medium,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Volumetric card area collapsed to 0.62 due to gas compression; Narrow load swing (3859 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Volumetric card area collapsed to 0.62 due to gas compression | Narrow load swing (3859 lbf) reflects cushioned valve response
32788ccf,WELL-005,Gas Interference,Gas Interference,0.767,0.2323,0.0,0.0006,0.767,29.6,Medium,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Narrow load swing (4729 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Narrow load swing (4729 lbf) reflects cushioned valve response
8369d992,WELL-008,Normal,Normal,0.9814,0.9814,0.017,0.0,0.0016,5.6,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
e9daa5e9,WELL-002,Normal,Normal,0.9857,0.9857,0.004,0.0,0.0103,4.5,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
077bc3c1,WELL-020,Normal,Normal,0.8976,0.8976,0.1008,0.0,0.0015,4.5,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
1df2c508,WELL-002,Fluid Pound,Fluid Pound,0.9788,0.0001,0.0211,0.9788,0.0,70.5,High,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (2661 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Sharp fluid-surface impact shock detected (slope_z=106.6).",IMMEDIATE ACTION: Throttle pump speed from 5.6 SPM to 3.9 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Sharp fluid-surface impact shock detected (slope_z=106.6)
bb722efb,WELL-008,Rod Floating,Rod Floating,0.9997,0.0003,0.9997,0.0,0.0,79.5,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (742 cP) and pumping speed (10.6 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (741.6 cP) increases rod downstroke fluid drag; High pumping speed (10.6 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=67.2).,IMMEDIATE ACTION: Reduce VFD stroke speed from 10.6 SPM to 7.9 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (741.6 cP) increases rod downstroke fluid drag | High pumping speed (10.6 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=67.2)
0cbaaed8,WELL-013,Rod Floating,Rod Floating,0.9996,0.0004,0.9996,0.0,0.0,81.6,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (877 cP) and pumping speed (9.8 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (877.0 cP) increases rod downstroke fluid drag; High pumping speed (9.8 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=62.7).,IMMEDIATE ACTION: Reduce VFD stroke speed from 9.8 SPM to 7.4 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (877.0 cP) increases rod downstroke fluid drag | High pumping speed (9.8 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=62.7)
1254ec4e,WELL-005,Gas Interference,Gas Interference,0.8705,0.129,0.0,0.0005,0.8705,28.9,Medium,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Operating parameters within nominal thresholds.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,
72ffe259,WELL-005,Normal,Normal,0.94,0.94,0.0575,0.0,0.0025,4.8,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
0ba0eb48,WELL-012,Normal,Normal,0.9655,0.9655,0.0297,0.0,0.0048,5.2,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
fe439694,WELL-016,Rod Floating,Rod Floating,0.9993,0.0007,0.9993,0.0,0.0,66.1,High,val,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (857 cP) and pumping speed (7.5 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (856.7 cP) increases rod downstroke fluid drag; Severe mechanical impact spike detected on downstroke (slope_z=43.6).,IMMEDIATE ACTION: Reduce VFD stroke speed from 7.5 SPM to 5.6 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (856.7 cP) increases rod downstroke fluid drag | Severe mechanical impact spike detected on downstroke (slope_z=43.6)
bcd89330,WELL-020,Fluid Pound,Fluid Pound,0.9996,0.0,0.0004,0.9996,0.0,94.1,Critical,val,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (929 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (929 ft above pump) indicates pump-off condition; Low pump submergence ratio (15.7%); Sharp fluid-surface impact shock detected (slope_z=106.1).",IMMEDIATE ACTION: Throttle pump speed from 5.0 SPM to 3.5 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (929 ft above pump) indicates pump-off condition | Low pump submergence ratio (15.7%) | Sharp fluid-surface impact shock detected (slope_z=106.1)
bb2cf55d,WELL-009,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,79.1,High,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1434 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1434 ft above pump) indicates pump-off condition; Low pump submergence ratio (43.8%); Sharp fluid-surface impact shock detected (slope_z=53.2); Depressed minimum load (3678 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 4.5 SPM to 3.2 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1434 ft above pump) indicates pump-off condition | Low pump submergence ratio (43.8%) | Sharp fluid-surface impact shock detected (slope_z=53.2) | Depressed minimum load (3678 lbf) flags plunger free-fall inside barrel
2f90efe8,WELL-003,Normal,Normal,0.9806,0.9806,0.0187,0.0,0.0007,3.9,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
179f7039,WELL-004,Normal,Normal,0.9471,0.9471,0.0513,0.0,0.0016,3.9,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
d6ddda1b,WELL-016,Normal,Normal,0.9949,0.9949,0.0016,0.0001,0.0034,4.0,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
2898d52b,WELL-004,Normal,Normal,0.9322,0.9322,0.0661,0.0,0.0016,3.9,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
60d6e02a,WELL-020,Normal,Normal,0.9152,0.9152,0.0828,0.0,0.0019,3.9,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
ed7dd5a2,WELL-007,Normal,Normal,0.9835,0.9835,0.0151,0.0,0.0014,4.2,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
b3959a7f,WELL-005,Normal,Normal,0.9714,0.9714,0.0232,0.0,0.0053,5.6,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
edc2a3a0,WELL-012,Rod Floating,Rod Floating,0.9999,0.0,0.9999,0.0,0.0,90.7,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (783 cP) and pumping speed (10.1 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (782.9 cP) increases rod downstroke fluid drag; High pumping speed (10.1 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (96.5 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=131.2).,IMMEDIATE ACTION: Reduce VFD stroke speed from 10.1 SPM to 7.5 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (782.9 cP) increases rod downstroke fluid drag | High pumping speed (10.1 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (96.5 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=131.2)
004ef195,WELL-017,Rod Floating,Rod Floating,0.9989,0.0011,0.9989,0.0,0.0,71.9,High,val,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (701 cP) and pumping speed (8.3 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (700.7 cP) increases rod downstroke fluid drag; High pumping speed (8.3 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (97.1 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=42.1).,IMMEDIATE ACTION: Reduce VFD stroke speed from 8.3 SPM to 6.2 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (700.7 cP) increases rod downstroke fluid drag | High pumping speed (8.3 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (97.1 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=42.1)
63125cb2,WELL-009,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,84.0,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1087 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1087 ft above pump) indicates pump-off condition; Low pump submergence ratio (33.2%); Sharp fluid-surface impact shock detected (slope_z=50.3); Depressed minimum load (3725 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 5.0 SPM to 3.5 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1087 ft above pump) indicates pump-off condition | Low pump submergence ratio (33.2%) | Sharp fluid-surface impact shock detected (slope_z=50.3) | Depressed minimum load (3725 lbf) flags plunger free-fall inside barrel
9473c1fb,WELL-011,Fluid Pound,Fluid Pound,0.9997,0.0,0.0003,0.9997,0.0,93.9,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1087 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1087 ft above pump) indicates pump-off condition; Low pump submergence ratio (25.0%); Sharp fluid-surface impact shock detected (slope_z=93.3); Depressed minimum load (4224 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 4.6 SPM to 3.2 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1087 ft above pump) indicates pump-off condition | Low pump submergence ratio (25.0%) | Sharp fluid-surface impact shock detected (slope_z=93.3) | Depressed minimum load (4224 lbf) flags plunger free-fall inside barrel
ee5f7423,WELL-015,Gas Interference,Gas Interference,0.8432,0.1561,0.0,0.0007,0.8432,41.8,Medium,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Narrow load swing (2743 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Narrow load swing (2743 lbf) reflects cushioned valve response
f79564f1,WELL-016,Fluid Pound,Fluid Pound,0.9957,0.0002,0.0,0.9957,0.0041,58.6,High,val,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (3115 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Sharp fluid-surface impact shock detected (slope_z=48.6); Depressed minimum load (4628 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 5.5 SPM to 3.8 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Sharp fluid-surface impact shock detected (slope_z=48.6) | Depressed minimum load (4628 lbf) flags plunger free-fall inside barrel
92cbd92e,WELL-016,Rod Floating,Rod Floating,0.9992,0.0008,0.9992,0.0,0.0,63.1,High,val,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (721 cP) and pumping speed (7.7 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (720.9 cP) increases rod downstroke fluid drag; High pumping speed (7.7 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=46.0).,IMMEDIATE ACTION: Reduce VFD stroke speed from 7.7 SPM to 5.8 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (720.9 cP) increases rod downstroke fluid drag | High pumping speed (7.7 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=46.0)
8a23e20e,WELL-016,Normal,Normal,0.9936,0.9936,0.0015,0.0001,0.0048,4.0,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
75ca0460,WELL-017,Fluid Pound,Fluid Pound,0.9924,0.0005,0.0,0.9924,0.0071,55.9,High,val,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (3287 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Sharp fluid-surface impact shock detected (slope_z=52.7).",IMMEDIATE ACTION: Throttle pump speed from 5.4 SPM to 3.8 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Sharp fluid-surface impact shock detected (slope_z=52.7)
74b48774,WELL-005,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,91.4,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (699 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (699 ft above pump) indicates pump-off condition; Low pump submergence ratio (17.8%); Sharp fluid-surface impact shock detected (slope_z=73.4); Depressed minimum load (4629 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 6.9 SPM to 4.9 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (699 ft above pump) indicates pump-off condition | Low pump submergence ratio (17.8%) | Sharp fluid-surface impact shock detected (slope_z=73.4) | Depressed minimum load (4629 lbf) flags plunger free-fall inside barrel
5edd2389,WELL-020,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,87.6,Critical,val,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1209 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1209 ft above pump) indicates pump-off condition; Low pump submergence ratio (20.4%); Sharp fluid-surface impact shock detected (slope_z=87.5).",IMMEDIATE ACTION: Throttle pump speed from 4.4 SPM to 3.1 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1209 ft above pump) indicates pump-off condition | Low pump submergence ratio (20.4%) | Sharp fluid-surface impact shock detected (slope_z=87.5)
10f1b510,WELL-019,Normal,Normal,0.9049,0.9049,0.0936,0.0,0.0014,3.8,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
ea4f056d,WELL-014,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,87.1,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (773 cP) and pumping speed (10.9 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (772.9 cP) increases rod downstroke fluid drag; High pumping speed (10.9 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=201.4).,IMMEDIATE ACTION: Reduce VFD stroke speed from 10.9 SPM to 8.2 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (772.9 cP) increases rod downstroke fluid drag | High pumping speed (10.9 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=201.4)
19827742,WELL-001,Gas Interference,Normal,0.608,0.608,0.0003,0.0003,0.3915,18.6,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating parameters within nominal thresholds.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,
5729bf74,WELL-002,Normal,Normal,0.9856,0.9856,0.001,0.0,0.0135,5.4,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
2b7d2a11,WELL-004,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,85.0,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1841 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1841 ft above pump) indicates pump-off condition; Low pump submergence ratio (44.8%); Sharp fluid-surface impact shock detected (slope_z=148.6); Depressed minimum load (4307 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 5.7 SPM to 4.0 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1841 ft above pump) indicates pump-off condition | Low pump submergence ratio (44.8%) | Sharp fluid-surface impact shock detected (slope_z=148.6) | Depressed minimum load (4307 lbf) flags plunger free-fall inside barrel
df5fe7b7,WELL-017,Rod Floating,Rod Floating,0.9842,0.0158,0.9842,0.0,0.0,64.6,High,val,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (729 cP) and pumping speed (7.0 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (728.7 cP) increases rod downstroke fluid drag; Low wellbore temperature (90.4 °F) exacerbates fluid thickening.,IMMEDIATE ACTION: Reduce VFD stroke speed from 7.0 SPM to 5.2 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (728.7 cP) increases rod downstroke fluid drag | Low wellbore temperature (90.4 °F) exacerbates fluid thickening
d3583035,WELL-004,Normal,Normal,0.9309,0.9309,0.0666,0.0,0.0025,4.5,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
da3dc981,WELL-016,Rod Floating,Rod Floating,0.945,0.055,0.945,0.0,0.0,55.8,High,val,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (844 cP) and pumping speed (5.8 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (843.9 cP) increases rod downstroke fluid drag.,IMMEDIATE ACTION: Reduce VFD stroke speed from 5.8 SPM to 4.3 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (843.9 cP) increases rod downstroke fluid drag
fd3dddb7,WELL-001,Fluid Pound,Fluid Pound,0.9999,0.0,0.0,0.9999,0.0,85.1,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1655 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1655 ft above pump) indicates pump-off condition; Low pump submergence ratio (38.3%); Sharp fluid-surface impact shock detected (slope_z=99.6); Depressed minimum load (5068 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 6.4 SPM to 4.5 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1655 ft above pump) indicates pump-off condition | Low pump submergence ratio (38.3%) | Sharp fluid-surface impact shock detected (slope_z=99.6) | Depressed minimum load (5068 lbf) flags plunger free-fall inside barrel
